"","VannKraftverkID","Navn","VannKVType","HovedEier","HovedEier_OrgNr","Fylke","FylkesNr","Kommune","KommuneNr","ForsteUtnyttelseAvFalletDato","DatoForEldsteKraftproduserendeDel","MaksYtelse","MidProd_81_10","BruttoFallhoyde_M","Slukeevne","EnEkv","ElspotomraadeNummer","RegineNr"
"1308",1768,"Stublielva","Kraftverk","SMÅKRAFT AS","984616155","Nordland","18","Narvik","05","2014-11-11T00:00:00","2014-11-11T00:00:00",3,8.3,230,1.6,0.521,"4","174.2AA0"
"1309",1344,"Stuttgongfossen","Kraftverk","STUTTGONGFOSSEN KRAFTVERK AS","962091059","Oppland","05","Vågå","15","2007-05-08T00:00:00","2007-05-08T00:00:00",1.2,7.5,24,6.6,NA,"3","002.DGE0"
"1310",557,"Stuvane","Kraftverk","OKKEN KRAFT AS","919372362","Sogn og Fjordane","14","Lærdal","22","1988-11-01T00:00:00","1988-11-01T00:00:00",38,197.7,156.19,28,0.377,"5","073.B1"
"1311",1211,"Styggtjønna","Kraftverk","CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB","915640850","Trøndelag","50","Meldal","23","2003-01-01T00:00:00","2003-01-01T00:00:00",0.045,0.24,NA,NA,NA,"3","121.B2B"
"1312",406,"Stølsdal","Kraftverk","STATKRAFT ENERGI AS","987059729","Rogaland","11","Hjelmeland","33","1986-05-03T00:00:00","1986-05-03T00:00:00",17,62.6539,95,21.45,0.219,"2","035.4AB"
"1313",407,"Stølsdal","Pumpe","STATKRAFT ENERGI AS","987059729","Rogaland","11","Hjelmeland","33","1985-01-01T00:00:00","1985-01-01T00:00:00",-6,-8.9651,0,3.5,-0.476,"2","035.4AB"
"1314",1457,"Stølsdalselva","Kraftverk","STØLSDALSELVA KRAFTVERK AS","990346712","Hordaland","12","Jondal","27","2009-07-10T00:00:00","2009-07-10T00:00:00",7.5,21,192,4.7,0.443,"5","047.2AZ"
"1315",797,"Stølskraft","Kraftverk","STØLSKRAFT AS","984016336","Rogaland","11","Bjerkreim","14","2003-03-21T00:00:00","2003-03-21T00:00:00",1.34,9,106,1.21,0.275,"2","027.D6B"
"1316",1370,"Stølslia","Kraftverk","STØLSLIA KRAFT AS","889544422","Sogn og Fjordane","14","Førde","32","2007-03-19T00:00:00","2007-03-19T00:00:00",1.5,5.1,140,1.39,0.3,"3","084.C"
"1317",408,"Suldal I","Kraftverk","NORSK HYDRO RJUKAN NÆRINGSPARK","974283646","Rogaland","11","Suldal","34","1965-01-01T00:00:00","1965-01-01T00:00:00",180,1104.9,306,70,0.714,"2","036.B9"
"1318",409,"Suldal II","Kraftverk","NORSK HYDRO RJUKAN NÆRINGSPARK","974283646","Rogaland","11","Suldal","34","1967-01-01T00:00:00","1967-01-01T00:00:00",150,771.5302,559,31.48,1.322,"2","036.B9"
"1319",1230,"Sundal","Kraftverk","SUNDAL KRAFTVERK AS","988432466","Møre og Romsdal","15","Volda","19","2006-11-29T00:00:00","2006-11-29T00:00:00",4.2,16,270,1.88,0.617,"3","094.4A1Z"
"1320",763,"Sundfossen","Kraftverk","NTE ENERGI AS","988340715","Trøndelag","50","Steinkjer","04","1998-07-15T00:00:00","1998-07-15T00:00:00",2.2,13.4051,4.4,60,0.01,"3","128.B6"
"1321",1814,"Sundli","Kraftverk","SUNDLIKRAFT AS","995081881","Trøndelag","50","Orkdal","24","2015-02-04T00:00:00","2015-02-04T00:00:00",1.35,5.3,207.5,0.846,0.443,"3","121.A21Z"
"1322",410,"Sundsbarm","Kraftverk","SKAGERAK KRAFT AS","979563531","Telemark","08","Seljord","28","1970-11-01T00:00:00","1970-11-01T00:00:00",111,478.2516,480,27,1.141,"2","016.CC2"
"1323",411,"Sundsfjord","Kraftverk","SKS PRODUKSJON AS","915637353","Nordland","18","Gildeskål","38","1961-02-01T00:00:00","1961-02-01T00:00:00",96,561.6896,328.39,34.59,0.771,"4","161.2Z"
"1324",1257,"Suvdal (Buvasselva)","Kraftverk","DRANGEDAL EVERK KF","971028440","Telemark","08","Drangedal","17","2004-01-01T00:00:00","2004-01-01T00:00:00",1.35,5,98,1.7,0.212,"2","017.FA0"
"1325",1256,"Suvdal (Kleppsvatn)","Kraftverk","DRANGEDAL EVERK KF","971028440","Telemark","08","Drangedal","17","2004-01-01T00:00:00","2004-01-01T00:00:00",1.5,5,101.8,1.7,0.212,"2","017.FA0"
"1326",759,"Svabo","Kraftverk","MO INDUSTRIPARK AS","914780152","Nordland","18","Rana","33","1996-05-23T00:00:00","1996-05-23T00:00:00",3.2,22.1718,105,3.5,0.254,"4","156.3Z"
"1327",413,"Svandalsflona","Kraftverk","NORSK HYDRO RJUKAN NÆRINGSPARK","974283646","Hordaland","12","Odda","28","1977-01-01T00:00:00","1977-01-01T00:00:00",20,42.2495,200,11,0.504,"2","036.FB"
"1328",996,"Svanedal","Kraftverk","DESCONDA AS","975966798","Rogaland","11","Eigersund","01","2003-01-01T00:00:00","2003-01-01T00:00:00",0.4,1.6,9,5,0.022,"2","027.31"
"1329",1291,"Svanedal i Gjesdal","Kraftverk","","","Rogaland","11","Gjesdal","22","1996-01-01T00:00:00","1996-01-01T00:00:00",0.45,2.3,NA,NA,NA,"2","030.1C"
"1330",1908,"Svardøla","Kraftverk","SVARDØLA KRAFT AS","915148301","Sogn og Fjordane","14","Luster","26","2018-12-20T00:00:00","2018-12-20T00:00:00",9.2,30,397,2.84,0.9,"5","077.D"
"1331",1223,"Svartdalen","Kraftverk","SVARTDALEN KRAFT AS","883459342","Hordaland","12","Masfjorden","66","2006-02-08T00:00:00","2006-02-08T00:00:00",7.5,25,380.5,2.3,0.906,"5","067.1Z"
"1332",414,"Svartelva","Kraftverk","TRØNDERENERGI KRAFT AS","878631072","Trøndelag","50","Indre Fosen","54","1959-12-19T00:00:00","1959-12-19T00:00:00",15.5,63.8,107.9,16.6,0.26,"3","132.AB"
"1333",1356,"Svartevatn","Kraftverk","SKS PRODUKSJON AS","915637353","Nordland","18","Bodø","04","2008-03-01T00:00:00","2008-03-01T00:00:00",0.759,3,46.73,1.9,0.117,"4","162.62B"
"1334",542,"Svartisen","Kraftverk","STATKRAFT ENERGI AS","987059729","Nordland","18","Meløy","37","1993-05-15T00:00:00","1993-05-15T00:00:00",600,2466.146,543,120,1.389,"4","159.8Z"
"1335",785,"Svartkulp","Kraftverk","Aktieselskabet Saudefaldene","915729290","Rogaland","11","Sauda","35","2001-11-01T00:00:00","2001-11-01T00:00:00",3.9,21.567,NA,10.5,0.103,"2","037.BD5"
"1336",1663,"Svarttjern","Kraftverk","GLITRE ENERGI PRODUKSJON AS","979487223","Buskerud","06","Lier","26","2008-03-05T00:00:00","2008-03-05T00:00:00",0.135,1,100,0.2,0.188,"1","011.A0"
"1337",1267,"Svartvasselva","Kraftverk","UNIKRAFT AS","988368768","Nordland","18","Grane","25","2006-05-15T00:00:00","2006-05-15T00:00:00",0.898,4.2,NA,NA,NA,"4","151.D2B"
"1338",1609,"Svartvatn","Kraftverk","HELGELAND KRAFT VANNKRAFT AS","917424896","Nordland","18","Brønnøy","13","2012-11-27T00:00:00","2012-11-27T00:00:00",1.79,5.5,53,4,0.124,"4","148.31A3"
"1339",1176,"Svatsum 1","Kraftverk","SVATSUM ELEKTRISITETSVERK AS","916452705","Oppland","05","Gausdal","22","1915-01-01T00:00:00","1915-01-01T00:00:00",0.9,4,NA,NA,NA,"1","002.DDFA"
"1340",1468,"Svatsum 2","Kraftverk","SVATSUM ELEKTRISITETSVERK AS","916452705","Oppland","05","Gausdal","22","2009-09-16T00:00:00","2009-09-16T00:00:00",1.7,8,288,0.778,0.661,"1","002.DDFA"
"1341",415,"Svean","Kraftverk","STATKRAFT ENERGI AS","987059729","Trøndelag","50","Klæbu","30","1940-01-01T00:00:00","1940-01-01T00:00:00",27,109.9968,56,75,0.1,"3","123.A81"
"1342",416,"Svelgen I","Kraftverk","SVELGEN KRAFT AS","986530649","Sogn og Fjordane","14","Bremanger","38","1921-01-01T00:00:00","1921-01-01T00:00:00",9.1,52.6506,223,5,0.506,"3","086.2Z"
"1343",417,"Svelgen II","Kraftverk","SVELGEN KRAFT AS","986530649","Sogn og Fjordane","14","Bremanger","38","1958-01-01T00:00:00","1958-01-01T00:00:00",29,191.1448,480,7.5,1.074,"3","086.21A"
"1344",183,"Svelgen III","Kraftverk","SVELGEN KRAFT AS","986530649","Sogn og Fjordane","14","Bremanger","38","1963-01-01T00:00:00","1963-01-01T00:00:00",22,113.0012,480,6.4,1.172,"3","086.1B1"
"1345",418,"Svelgen IV","Kraftverk","SVELGEN KRAFT AS","986530649","Sogn og Fjordane","14","Bremanger","38","1973-01-01T00:00:00","1973-01-01T00:00:00",50,278.237,360,16,0.867,"3","086.21A"
"1346",419,"Svelgfoss","Kraftverk","NORSK HYDRO RJUKAN NÆRINGSPARK","974283646","Telemark","08","Notodden","07","1958-01-01T00:00:00","1958-01-01T00:00:00",92,424.0959,69,170,0.151,"2","016.F2"
"1347",420,"Sviland","Kraftverk","LYSE PRODUKSJON AS","980335216","Rogaland","11","Sandnes","02","1908-01-01T00:00:00","1998-08-19T00:00:00",2,11.2323,76,4,0.153,"2","029.2D1"
"1348",421,"Svorka","Kraftverk","STATKRAFT ENERGI AS","987059729","Møre og Romsdal","15","Surnadal","66","1963-04-04T00:00:00","1963-04-04T00:00:00",22,105.2788,259,10.5,0.582,"3","112.3A1"
"1349",422,"Svorkmo","Kraftverk","KRAFTVERKENE I ORKLA DA","947576283","Trøndelag","50","Orkdal","24","1983-07-01T00:00:00","1983-07-01T00:00:00",55,344.9091,96,69.12,0.221,"3","121.A42"
"1350",871,"Sværa","Kraftverk","","","Sogn og Fjordane","14","Luster","26","2003-01-01T00:00:00","2003-01-01T00:00:00",0.019,0.14,NA,NA,NA,"5","075.4Z"
"1351",1568,"Sværen","Kraftverk","SFE PRODUKSJON AS","984882106","Sogn og Fjordane","14","Balestrand","18","2010-05-26T00:00:00","2010-05-26T00:00:00",3.2,9.6,242,1.5,0.593,"5","078.6Z"
"1352",1578,"Sya","Kraftverk","SYA KRAFT AS","993088234","Trøndelag","50","Meldal","23","2009-12-14T00:00:00","2009-12-14T00:00:00",1.2,4.9,193.4,0.78,0.427,"3","121.B31"
"1353",1436,"Sylsjø","Kraftverk","STATKRAFT ENERGI AS","987059729","Trøndelag","50","Tydal","33","2008-01-01T00:00:00","2008-01-01T00:00:00",3.3,8,NA,20,0.046,"3","123.H5"
"1354",1494,"Syrifossen","Kraftverk","SYRIKRAFT AS","991730516","Hordaland","12","Voss","35","2010-04-14T00:00:00","2010-04-14T00:00:00",2.84,9,113.3,3,0.263,"5","062.E2Z"
"1355",423,"Sy-Sima","Kraftverk","STATKRAFT ENERGI AS","987059729","Hordaland","12","Eidfjord","32","1981-09-15T00:00:00","1981-09-15T00:00:00",620,2158.191,905,80,2.153,"5","050.4AZ"
"1356",1693,"Syversætre Foss","Kraftverk","SYVERSÆTRE FOSS KRAFTVERK AS","995673479","Hedmark","04","Åsnes","25","2012-04-17T00:00:00","2012-04-17T00:00:00",2.5,10.5,7,46,0.015,"1","002.GA1"
"1357",1109,"Sæterstad","Kraftverk","KASTNES KNUT","970565140","Nordland","18","Hattfjelldal","26","2004-01-01T00:00:00","2004-01-01T00:00:00",0.035,0.128,NA,NA,NA,"4","155.D8"
"1358",1173,"Sæteråa","Kraftverk","","","Hedmark","04","Åsnes","25","1998-01-01T00:00:00","1998-01-01T00:00:00",0.032,0.1,NA,NA,NA,"1","002.G7"
"1359",1091,"Sætra","Kraftverk","LOFOTKRAFT PRODUKSJON AS","987081414","Nordland","18","Vågan","65","1948-01-01T00:00:00","1948-01-01T00:00:00",0.7,2.3,NA,NA,NA,"4","179.41C2"
"1360",1217,"Sævareid","Kraftverk","SÆVAREID KRAFT AS","986847707","Hordaland","12","Fusa","41","2006-01-11T00:00:00","2006-01-11T00:00:00",0.8,3.8,11.5,8,0.278,"2","053.A"
"1361",424,"Søa","Kraftverk","TRØNDERENERGI KRAFT AS","878631072","Trøndelag","50","Hemne","11","1967-11-10T00:00:00","1967-11-10T00:00:00",37,207.4527,273.2,16,0.625,"3","119.1Z"
"1362",1477,"Søberg","Kraftverk","SMÅKRAFT AS","984616155","Nordland","18","Bindal","11","2011-06-06T00:00:00","2011-06-06T00:00:00",5.2,16,183.5,3.4,0.442,"4","145.2C"
"1363",1178,"Søfferud","Kraftverk","","","Oppland","05","Søndre Land","36","1914-01-01T00:00:00","1944-01-01T00:00:00",0.02,0.1,120,NA,NA,"1","012.EC40"
"1364",1916,"Søkkunda","Kraftverk","SØKKUNDA KRAFTVERK AS","915099807","Hedmark","04","Stor-Elvdal","30","2017-12-20T00:00:00","2017-12-20T00:00:00",9,25,239,5.1,0.49,"1","002.K6A32"
"1365",1444,"Sølbergfallet","Kraftverk","CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB","915640850","Trøndelag","50","Orkdal","24","1900-01-01T00:00:00","1900-01-01T00:00:00",0.3,1.5,NA,NA,NA,"3","121.1A"
"1366",1810,"Sølia","Kraftverk","SMÅKRAFT AS","984616155","Sogn og Fjordane","14","Fjaler","29","2016-06-01T00:00:00","2016-06-01T00:00:00",1.96,6.3,63,3.83,0.139,"3","082.5C"
"1367",1883,"Sølna","Kraftverk","ØSTERDALEN KRAFTPRODUKSJON AS","980343235","Hedmark","04","Alvdal","38","2016-08-31T00:00:00","2016-08-31T00:00:00",5.35,15.7,63.5,10,0.149,"1","002.MAA20"
"1368",1422,"Sønnå H","Kraftverk","Aktieselskabet Saudefaldene","915729290","Rogaland","11","Sauda","35","2008-07-11T00:00:00","2008-07-11T00:00:00",212.4,1029.568,550,42,1.405,"2","037.B"
"1369",1421,"Sønnå L","Kraftverk","Aktieselskabet Saudefaldene","915729290","Rogaland","11","Sauda","35","2008-07-11T00:00:00","2008-07-11T00:00:00",62.5,381.017,253,27.5,0.629,"2","037.B"
"1370",1613,"Sønsteby","Kraftverk","MODUM KRAFTPRODUKSJON KF","971030674","Buskerud","06","Modum","23","2010-12-02T00:00:00","2010-12-02T00:00:00",0.1,0.6,197.2,0.06,0.463,"1","012.D31"
"1371",425,"Sørbrandal","Kraftverk","TUSSA ENERGI AS","876795442","Møre og Romsdal","15","Vanylven","11","1951-01-01T00:00:00","1951-01-01T00:00:00",9.5,41.76,369,2.3,0.882,"3","093.1Z"
"1372",1505,"Sørdalen","Kraftverk","SØRDALEN KRAFT AS","987068671","Hordaland","12","Tysnes","23","2009-12-10T00:00:00","2009-12-10T00:00:00",0.55,1.9,132,0.557,0.274,"2","054.6C"
"1373",1322,"Sørdalselva","Kraftverk","SØRDALSKRAFT AS","987393971","Hordaland","12","Vaksdal","51","2008-02-09T00:00:00","2008-02-09T00:00:00",1.15,3.5,NA,3.1,NA,"5","063.A5Z"
"1374",1860,"Sørdalselva","Kraftverk","SMÅKRAFT AS","984616155","Møre og Romsdal","15","Vanylven","11","2017-04-21T00:00:00","2017-04-21T00:00:00",2.7,7.64,181.67,1.74,0.431,"3","093.2BZ"
"1375",427,"Sørfjord I","Kraftverk","NORDKRAFT MAGASIN AS","928657213","Nordland","18","Divtasvuodna – Tysfjord","50","1983-01-15T00:00:00","1983-01-15T00:00:00",75,304.2485,486,16,1.146,"4","171.72Z"
"1376",428,"Sørfjord II","Kraftverk","NORDKRAFT MAGASIN AS","928657213","Nordland","18","Divtasvuodna – Tysfjord","50","1983-01-01T00:00:00","1983-01-01T00:00:00",4,12.9335,60.5,8.1,0.136,"4","171.7AB"
"1377",851,"Sørfjordkraft","Kraftverk","TROMS KRAFT PRODUKSJON AS","979152116","Troms","19","Dyrøy","26","1988-01-01T00:00:00","1988-01-01T00:00:00",0.7,3,NA,NA,NA,"4","193.12Z"
"1378",594,"Sør-Forså","Kraftverk","HÅLOGALAND KRAFT PRODUKSJON AS","912432181","Troms","19","Ibestad","17","1985-01-27T00:00:00","1985-01-27T00:00:00",1.1,6.4573,155,0.8,0.381,"4","188.23Z"
"1379",993,"Sørmeland","Kraftverk","","","Trøndelag","50","Osen","20","2003-01-01T00:00:00","2003-01-01T00:00:00",0.0075,0.02,NA,NA,NA,"3","137.2A1"
"1380",1261,"Søråi (Momrak)","Kraftverk","","","Telemark","08","Fyresdal","31","2000-01-01T00:00:00","2000-01-01T00:00:00",0.035,0.1,NA,NA,NA,"2","019.DB1"
"1381",1938,"Søråni","Kraftverk","SØRÅNI KRAFT AS","918196986","Aust-Agder","09","Bygland","38","2019-09-27T00:00:00","2019-09-27T00:00:00",7.7,19.9,235,4,0.535,"2","021.D5B"
"1382",1073,"Søtvik","Kraftverk","","","Trøndelag","50","Bjugn","17","2005-01-01T00:00:00","2005-01-01T00:00:00",0.09,0.2,NA,NA,NA,"3","133.32A"
"1383",429,"Såheim","Kraftverk","NORSK HYDRO RJUKAN NÆRINGSPARK","974283646","Telemark","08","Tinn","26","1915-01-01T00:00:00","1915-01-01T00:00:00",189,881.7369,273,76.4,0.686,"2","016.H4"
"1384",430,"Tafjord 1","Kraftverk","TAFJORD KRAFTPRODUKSJON AS","977461898","Møre og Romsdal","15","Norddal","24","1923-01-01T00:00:00","1989-06-19T00:00:00",25,68.2776,157,20.3,0.342,"3","099.A"
"1385",431,"Tafjord 2","Kraftverk","TAFJORD KRAFTPRODUKSJON AS","977461898","Møre og Romsdal","15","Norddal","24","1952-01-31T00:00:00","1952-01-31T00:00:00",29.5,150.5448,390,9.3,0.911,"3","099.C"
"1386",432,"Tafjord 3","Kraftverk","TAFJORD KRAFTPRODUKSJON AS","977461898","Møre og Romsdal","15","Norddal","24","1958-09-16T00:00:00","1958-09-16T00:00:00",22,90.9324,329,8,0.764,"3","099.D222"
"1387",433,"Tafjord 4","Kraftverk","TAFJORD KRAFTPRODUKSJON AS","977461898","Møre og Romsdal","15","Norddal","24","1968-11-21T00:00:00","1968-11-21T00:00:00",110,519.1812,430,29.98,1.019,"3","099.A"
"1388",434,"Tafjord 5","Kraftverk","TAFJORD KRAFTPRODUKSJON AS","977461898","Møre og Romsdal","15","Norddal","24","1982-01-28T00:00:00","1982-01-28T00:00:00",82.7,418.3032,822.29,12.8,1.795,"3","099.B2B12"
"1389",736,"Tafjord 6","Kraftverk","TAFJORD KRAFTPRODUKSJON AS","977461898","Møre og Romsdal","15","Norddal","24","1994-08-21T00:00:00","1994-08-21T00:00:00",1.8,5.22,36,5.38,0.093,"3","002.DHHE"
"1390",1222,"Tafjord 7 (Fagerbotnvatn)","Kraftverk","TAFJORD KRAFTPRODUKSJON AS","977461898","Møre og Romsdal","15","Norddal","24","2006-09-15T00:00:00","2006-09-15T00:00:00",1.1,3.9,225,0.6,0.509,"3","099.D2"
"1391",1221,"Tafjord 7 (Fetvatn)","Kraftverk","TAFJORD KRAFTPRODUKSJON AS","977461898","Møre og Romsdal","15","Norddal","24","2006-09-01T00:00:00","2006-09-01T00:00:00",2.15,8.2,127.7,2.2,0.272,"3","099.D2"
"1392",1750,"Tafjord 8","Kraftverk","TAFJORD KRAFTPRODUKSJON AS","977461898","Møre og Romsdal","15","Norddal","24","2013-10-10T00:00:00","2013-10-10T00:00:00",2.8,11.3,84.1,4.2,0.185,"3","099.F4"
"1393",1339,"Takle","Kraftverk","SMÅKRAFT AS","984616155","Sogn og Fjordane","14","Gulen","11","2000-02-25T00:00:00","2000-02-25T00:00:00",0.99,5.6,225,0.5,0.556,"5","069.2Z"
"1394",1075,"Tapstad","Kraftverk","TAPSTAD KRAFTVERK Jantti","987561858","Nordland","18","Bodø","04","2005-10-19T00:00:00","2005-10-19T00:00:00",0.09,0.66,NA,NA,NA,"4","162.8"
"1395",435,"Taraldsvik","Kraftverk","NORDKRAFT MAGASIN AS","928657213","Nordland","18","Narvik","05","1986-01-01T00:00:00","1986-01-01T00:00:00",1.5,10.778,425,0.4,1.042,"4","174.311Z"
"1396",1533,"Teitafossen","Kraftverk","TEITAFOSSEN KRAFT AS","989958615","Sogn og Fjordane","14","Gloppen","45","2009-07-10T00:00:00","2009-07-10T00:00:00",0.89,4.6,7.75,15.5,0.016,"3","087.D21"
"1397",437,"Teksdal","Kraftverk","FOSENKRAFT ENERGI AS","883152212","Trøndelag","50","Bjugn","17","1943-03-01T00:00:00","1943-03-01T00:00:00",2.5,13.6949,42,8.36,0.082,"3","134.A"
"1398",1022,"Tendeland","Kraftverk","","","Rogaland","11","Tysvær","46","1995-01-01T00:00:00","1995-01-01T00:00:00",0.022,0.08,NA,NA,NA,"2","039.12"
"1399",1952,"Tenneelva","Kraftverk","TUSSA ENERGI AS","876795442","Møre og Romsdal","15","Vanylven","11","2018-12-20T00:00:00","2018-12-20T00:00:00",3.4,10.3,403.9,0.97,0.974,"3","093.3A6"
"1400",438,"Tennesvatn","Kraftverk","LOFOTKRAFT PRODUKSJON AS","987081414","Nordland","18","Moskenes","74","1937-01-01T00:00:00","1937-01-01T00:00:00",1.5,4.4138,238,0.8,0.521,"4","181.4Z"
"1401",1925,"Tesgjolo","Kraftverk","TESGJOLO KRAFT AS","917737258","Hordaland","12","Voss","35","2018-01-25T00:00:00","2018-01-25T00:00:00",0.99,5.6,189.3,0.67,0.41,"5","062.E1Z"
"1402",1650,"Tesra","Kraftverk","TESRA KRAFT SA","894349042","Møre og Romsdal","15","Vanylven","11","2011-09-12T00:00:00","2011-09-12T00:00:00",0.22,0.7,175,NA,NA,"3","093.11Z"
"1403",620,"Tevla","Pumpekraftverk","NTE ENERGI AS","988340715","Trøndelag","50","Meråker","34","1994-04-19T00:00:00","1994-04-19T00:00:00",49.6,106.7417,164.5,34,0.404,"3","124.F410"
"1404",1632,"Thue","Kraftverk","KNUT U. THUE","970322167","Sogn og Fjordane","14","Balestrand","18","2011-09-15T00:00:00","2011-09-15T00:00:00",0.075,0.15,95,0.12,0.174,"5","079.21"
"1405",1922,"Timbra","Kraftverk","NYDALSELVA KRAFT AS","893040412","Sogn og Fjordane","14","Gloppen","45","2018-05-01T00:00:00","2018-05-01T00:00:00",2.9,9.5,355,0.96,0.839,"3","087.CB2B"
"1406",439,"Tinfos I","Kraftverk","TINFOS AS","916763476","Telemark","08","Notodden","07","1955-01-01T00:00:00","1955-01-01T00:00:00",41,190.9641,29.2,160,0.071,"2","016.F2"
"1407",1431,"Tinfos II","Kraftverk","TINFOS AS","916763476","Telemark","08","Notodden","07","1912-01-01T00:00:00","1912-01-01T00:00:00",3.5,10,29,15,0.065,"2","016.F2"
"1408",1399,"Tinnkraft","Kraftverk","TINNKRAFT AS","990930716","Telemark","08","Tinn","26","2008-05-18T00:00:00","2008-05-18T00:00:00",2.9,8,NA,NA,NA,"2","016.G52Z"
"1409",1605,"Tisjøen","Kraftverk","EIDSVOLL KOMMUNE","964950113","Akershus","02","Eidsvoll","37","2009-08-17T00:00:00","2009-08-17T00:00:00",0.075,0.5,NA,NA,NA,"1","002.DB2B"
"1410",1792,"Tisleifjord","Kraftverk","SKAGERAK KRAFT AS","979563531","Oppland","05","Nord-Aurdal","42","2014-10-24T00:00:00","2014-10-24T00:00:00",1.65,6.5,10.31,17,0.027,"5","012.JB5"
"1411",441,"Tistedalsfoss","Kraftverk","HALDEN KRAFTPRODUKSJON AS","887287562","Østfold","01","Halden","01","1955-11-15T00:00:00","1955-11-15T00:00:00",20,107.575,66.09,36.08,0.153,"1","001.A5"
"1412",442,"Tjodan","Kraftverk","LYSE PRODUKSJON AS","980335216","Rogaland","11","Forsand","29","1984-12-13T00:00:00","1984-12-13T00:00:00",110,347.07,885.5,15,2.036,"2","031.A0"
"1413",443,"Tjodanpollen","Pumpe","LYSE PRODUKSJON AS","980335216","Rogaland","11","Forsand","29","1985-01-01T00:00:00","1985-01-01T00:00:00",-3.5,-9.4804,0,2.4,-0.405,"2","031.B0"
"1414",755,"Tjønna","Pumpe","TAFJORD KRAFTPRODUKSJON AS","977461898","Møre og Romsdal","15","Norddal","24","1995-01-01T00:00:00","1995-01-01T00:00:00",-0.2,-0.4189,0,0.5,-0.079,"3","099.B2B1C5"
"1415",444,"Tjønnefoss","Kraftverk","AGDER ENERGI VANNKRAFT AS","882973972","Telemark","08","Nissedal","30","1966-01-01T00:00:00","1966-01-01T00:00:00",6,39.8542,17.7,39.68,0.042,"2","019.E4"
"1416",445,"Tjørhom","Kraftverk","SIRA KVINA KRAFTSELSKAP","954090493","Vest-Agder","10","Sirdal","46","1973-07-06T00:00:00","1973-07-06T00:00:00",120,582.7993,158,90.08,0.37,"2","026.H2"
"1417",1557,"Tjørn I","Kraftverk","KNUT ESPENES","969797445","Rogaland","11","Sokndal","11","2011-01-08T00:00:00","2011-01-08T00:00:00",0.155,0.8,89,0.185,0.233,"2","026.4BC0"
"1418",1737,"Tjørn II","Kraftverk","KNUT ESPENES","969797445","Rogaland","11","Sokndal","11","2011-01-08T00:00:00","2011-01-08T00:00:00",0.045,0.25,90,0.065,0.192,"2","026.4BC0"
"1419",1254,"Tjøstheim","Kraftverk","TJØSTHEIM KRAFT AS","986919708","Rogaland","11","Suldal","34","2005-11-25T00:00:00","2005-11-25T00:00:00",4.16,12,405,1.2,0.963,"2","036.A3"
"1420",1476,"Tjøtaelva","Kraftverk","SMÅKRAFT AS","984616155","Sogn og Fjordane","14","Gloppen","45","2011-05-13T00:00:00","2011-05-13T00:00:00",2.3,8.11,380,0.7,0.913,"3","086.9"
"1421",1977,"Todøla","Kraftverk","TODØLA KRAFTVERK AS","918335838","Buskerud","06","Nes i Buskerud","16","2019-06-10T00:00:00","2019-06-10T00:00:00",3.2,8.3,70,6.3,0.141,"5","012.CC7A2"
"1422",446,"Tokke","Kraftverk","STATKRAFT ENERGI AS","987059729","Telemark","08","Tokke","33","1961-08-22T00:00:00","1961-08-22T00:00:00",430,2327.743,393.5,128.02,0.933,"2","016.BD32"
"1423",447,"Toklev","Kraftverk","SKAGERAK KRAFT AS","979563531","Telemark","08","Siljan","11","1921-01-01T00:00:00","1921-01-01T00:00:00",4.8,13.5579,80.59,7.82,0.135,"2","015.4G"
"1424",448,"Tonstad","Kraftverk","SIRA KVINA KRAFTSELSKAP","954090493","Vest-Agder","10","Sirdal","46","1968-06-26T00:00:00","1968-06-26T00:00:00",960,4357.37,442,253.24,1.052,"2","026.D32"
"1425",1150,"Tore Holmen","Kraftverk","","","Nordland","18","Hamarøy – Hábmer","49","1998-01-01T00:00:00","1998-01-01T00:00:00",0.004,0.016,NA,NA,NA,"4","170.72"
"1426",987,"Torjul","Kraftverk","SØRHEIM KRISTIN MARIE","970568506","Møre og Romsdal","15","Tingvoll","60","1995-01-01T00:00:00","1995-01-01T00:00:00",0.036,0.24,NA,NA,NA,"3","111.31Z"
"1427",558,"Torpa","Kraftverk","E-CO ENERGI AS","976894677","Oppland","05","Nordre Land","38","1989-12-14T00:00:00","1989-12-14T00:00:00",150,338.1831,470,39,1.067,"1","012.EDB2"
"1428",1624,"Torsnes","Kraftverk","NORDIC POWER TORSNES AS","993843865","Hordaland","12","Jondal","27","2013-09-18T00:00:00","2013-09-18T00:00:00",9.1,23,283.8,3.7,0.683,"5","047.1Z"
"1429",1683,"Torvikelva","Kraftverk","SMÅKRAFT AS","984616155","Sogn og Fjordane","14","Eid","43","2012-09-04T00:00:00","2012-09-04T00:00:00",1.237,4.26,105.4,1.61,0.213,"3","089.421Z"
"1430",1857,"Tosdalen","Kraftverk","HELGELAND KRAFT VANNKRAFT AS","917424896","Nordland","18","Brønnøy","13","2017-02-09T00:00:00","2017-02-09T00:00:00",19.3,40.5,531.37,4.2,1.276,"4","144.7B"
"1431",1775,"Tossevikelva","Kraftverk","SMÅKRAFT AS","984616155","Buskerud","06","Ringerike","05","2014-10-03T00:00:00","2014-10-03T00:00:00",2.6,7.1,307,1,0.722,"1","012.G21"
