"","VannKraftverkID","Navn","VannKVType","HovedEier","HovedEier_OrgNr","Fylke","FylkesNr","Kommune","KommuneNr","ForsteUtnyttelseAvFalletDato","DatoForEldsteKraftproduserendeDel","MaksYtelse","MidProd_81_10","BruttoFallhoyde_M","Slukeevne","EnEkv","ElspotomraadeNummer","RegineNr"
"127",1892,"Brekkefossen","Kraftverk","BREKKEFOSSEN KRAFTVERK AS","992484918","Sogn og Fjordane","14","Fjaler","29","2018-01-24T00:00:00","2018-01-24T00:00:00",3.8,9.6,86,5,0.211,"3","082.5D"
"128",819,"Brekkestøl","Kraftverk","BREKKESTØL KRAFTVERK AS","880556142","Rogaland","11","Gjesdal","22","2000-01-01T00:00:00","2000-01-01T00:00:00",1.44,9.15,309,0.586,0.706,"2","030.2Z"
"129",1117,"Breksillan","Kraftverk","","","Trøndelag","50","Fosnes","48","1997-01-01T00:00:00","1997-01-01T00:00:00",0.033,0.18,NA,NA,NA,"3","140.61"
"130",1323,"Briksdal","Kraftverk","BRIKSDAL MINIKRAFT AS","888796002","Sogn og Fjordane","14","Stryn","49","2007-05-24T00:00:00","2007-05-24T00:00:00",0.56,2.5,65.7,1.06,0.147,"3","088.1C"
"131",45,"Brokke","Kraftverk","OTRA KRAFT DA","955007514","Aust-Agder","09","Valle","40","1964-08-15T00:00:00","1964-08-15T00:00:00",330,1555.607,300,136,0.674,"2","021.F20"
"132",1079,"Brudalsbekken","Kraftverk","","","Trøndelag","50","Indre Fosen","54","1998-01-01T00:00:00","1998-01-01T00:00:00",0.022,0.02,NA,NA,NA,"3","132.A2"
"133",1760,"Bruelva","Kraftverk","TUSSA ENERGI AS","876795442","Møre og Romsdal","15","Vanylven","11","2014-10-01T00:00:00","2014-10-01T00:00:00",1,2.7,237.75,0.5,0.556,"3","093.3A50"
"134",1142,"Brufjell","Kraftverk","BRUFJELL ENERGI OG EIENDOM AS","989511890","Aust-Agder","09","Iveland","35","2004-01-01T00:00:00","2004-01-01T00:00:00",0.075,0.5,NA,NA,NA,"2","020.BAC"
"135",46,"Brufoss","Kraftverk","VOKKS KRAFT AS","976550013","Oppland","05","Gjøvik","02","1982-01-01T00:00:00","1982-01-01T00:00:00",2.2,10.9361,32.5,8.48,0.071,"1","002.DCA0"
"136",47,"Brulandsfoss","Kraftverk","SUNNFJORD ENERGI AS","916501420","Sogn og Fjordane","14","Førde","32","1934-07-01T00:00:00","1934-07-01T00:00:00",12.5,59.3099,20.39,78,0.046,"3","084.B"
"137",1576,"Brunstad","Kraftverk","BRUNSTAD KRAFT AS","992545526","Møre og Romsdal","15","Sykkylven","28","2010-04-28T00:00:00","2010-04-28T00:00:00",3.34,12.1,225.1,1.8,0.515,"3","097.7C"
"138",1449,"Bruvollelva","Kraftverk","SMÅKRAFT AS","984616155","Trøndelag","50","Snåase – Snåsa","41","2010-05-27T00:00:00","2010-05-27T00:00:00",3.8,12.4,109.4,3.85,0.274,"3","128.D2Z"
"139",48,"Brødbølfoss","Kraftverk","E-CO ENERGI AS","976894677","Hedmark","04","Kongsvinger","02","1920-01-01T00:00:00","1976-05-03T00:00:00",2.4,13.8805,40,8.02,0.082,"1","313.A1D1"
"140",1906,"Bråberg","Kraftverk","BRÅBERG KRAFT AS","998784840","Hordaland","12","Ullensvang","31","2018-04-18T00:00:00","2018-04-18T00:00:00",1.95,6.4,153,1.58,0.343,"5","048.2A0"
"141",535,"Buavatn","Pumpe","NTE ENERGI AS","988340715","Trøndelag","50","Verran","39","1988-07-03T00:00:00","1988-07-03T00:00:00",-6,-6.1023,0,9.01,-0.185,"3","130.2A"
"142",1147,"Budalselva","Kraftverk","MODALEN KRAFTLAG SA","877051412","Hordaland","12","Modalen","52","2005-05-10T00:00:00","2005-05-10T00:00:00",0.3,1.6,NA,NA,NA,"5","064.A2Z"
"143",1590,"Budalselva","Kraftverk","BUDALSELVA KRAFT AS","994507095","Sogn og Fjordane","14","Flora","01","2010-11-08T00:00:00","2010-11-08T00:00:00",0.54,3.07,107,0.537,0.279,"3","085.4Z"
"144",49,"Buer","Kraftverk","SMÅKRAFT AS","984616155","Østfold","01","Rakkestad","28","1985-01-01T00:00:00","1985-01-01T00:00:00",1.5,5.3448,16,10.1,0.043,"1","002.AA0"
"145",1946,"Bukkskinn","Kraftverk","","","Troms","19","Lenvik","31","2009-01-01T00:00:00","2009-01-01T00:00:00",0.01,0.06,NA,NA,NA,"4","193.62"
"146",1364,"Bulko","Kraftverk","BULKO KRAFT AS","990576289","Hordaland","12","Granvin","34","2008-04-21T00:00:00","2008-04-21T00:00:00",2.35,7.6,131,2.14,0.306,"5","052.1C"
"147",1415,"Buru","Kraftverk","","","Trøndelag","50","Midtre Gauldal","27","2008-01-01T00:00:00","2008-01-01T00:00:00",0.015,0.055,NA,NA,NA,"3","122.BB10"
"148",1234,"Buset","Kraftverk","BUSET KRAFT AS","883862732","Møre og Romsdal","15","Ørsta","20","2002-12-05T00:00:00","2002-12-05T00:00:00",1.2,4.91,NA,NA,NA,"3","095.3BA"
"149",934,"Buset mikrokraftverk","Kraftverk","BUSET KRAFT AS","883862732","Møre og Romsdal","15","Ørsta","20","2000-01-01T00:00:00","2000-01-01T00:00:00",0.018,0.03,NA,NA,NA,"3","095.3Z"
"150",1294,"Byaelva","Kraftverk","BYAKRAFT AS","984361521","Trøndelag","50","Levanger","37","2006-01-01T00:00:00","2006-01-01T00:00:00",0.088,0.4,28,0.62,0.039,"3","126.3A"
"151",746,"Byafossen","Kraftverk","NTE ENERGI AS","988340715","Trøndelag","50","Steinkjer","04","1957-10-01T00:00:00","1957-10-01T00:00:00",6,34.8,8,75,0.022,"3","128.B1"
"152",1058,"Byrkjedal","Kraftverk","BYRKJEDAL KRAFTVERK AS","979733321","Rogaland","11","Gjesdal","22","1999-01-01T00:00:00","1999-01-01T00:00:00",0.63,2.1,NA,NA,NA,"2","030.2AZ"
"153",1354,"Byrkjelo","Kraftverk","BYRKJELO KRAFT AS","985133182","Sogn og Fjordane","14","Gloppen","45","2007-08-25T00:00:00","2007-08-25T00:00:00",13.27,61.5,137,12.06,0.306,"3","087.CZ"
"154",1806,"Byro","Kraftverk","SMÅKRAFT AS","984616155","Hordaland","12","Ullensvang","31","2016-09-16T00:00:00","2016-09-16T00:00:00",3.2,9.44,487.91,0.76,1.17,"5","048.310"
"155",50,"Byrte","Kraftverk","STATKRAFT ENERGI AS","987059729","Telemark","08","Tokke","33","1969-09-09T00:00:00","1969-09-09T00:00:00",20,135.3363,285,8.01,0.694,"2","016.BE2B"
"156",912,"Bæverfjord Gård Kraftverk","Kraftverk","","","Møre og Romsdal","15","Surnadal","66","1971-01-01T00:00:00","1971-01-01T00:00:00",0.0176,0.07,NA,NA,NA,"3","112.31"
"157",1674,"Bøaåni","Pumpe","E-CO ENERGI AS","976894677","Oppland","05","Vang","45","1973-01-01T00:00:00","1973-01-01T00:00:00",-1.178,0,NA,2.2,NA,"1","012.Q3A"
"158",1227,"Bøen I","Kraftverk","BØEN KRAFT AS","988376582","Rogaland","11","Hjelmeland","33","2006-04-06T00:00:00","2006-04-06T00:00:00",1.8,5,91,2.35,0.213,"2","033.2Z"
"159",1879,"Bøen II","Kraftverk","BØEN KRAFT AS","988376582","Rogaland","11","Hjelmeland","33","2016-05-09T00:00:00","2016-05-09T00:00:00",2.99,10.5,263,1.355,0.613,"2","033.2Z"
"160",51,"Bøhnsdalen","Kraftverk","GLOMMA KRAFTPRODUKSJON AS","987287608","Akershus","02","Eidsvoll","37","1986-05-22T00:00:00","1986-05-22T00:00:00",3,11.5672,18.2,22.52,0.037,"1","002.DAA4"
"161",866,"Børter 1","Kraftverk","BØRTER E VERK ANS","970458883","Akershus","02","Enebakk","29","1914-01-01T00:00:00","1914-01-01T00:00:00",0.45,2,NA,NA,NA,"1","002.C4B"
"162",867,"Børter 2","Kraftverk","BØRTER E VERK ANS","970458883","Akershus","02","Enebakk","29","1922-01-01T00:00:00","1922-01-01T00:00:00",0.25,1,NA,NA,NA,"1","002.C4B"
"163",52,"Børtveit","Kraftverk","SUNNHORDLAND KRAFTLAG AS","916435711","Hordaland","12","Stord","21","1921-01-01T00:00:00","1921-01-01T00:00:00",2.4,9.947,356.39,0.8,0.833,"2","044.2Z"
"164",53,"Bøylefoss","Kraftverk","ARENDALS FOSSEKOMPANI ASA","910261525","Aust-Agder","09","Froland","19","1912-01-01T00:00:00","1912-01-01T00:00:00",65,419.0624,62,124,0.146,"2","019.B7"
"165",54,"Båtsvatn","Kraftverk","STATKRAFT ENERGI AS","987059729","Nordland","18","Narvik","05","1977-03-03T00:00:00","1977-03-03T00:00:00",30,104.9062,204.8,17.01,0.49,"4","173.C3"
"166",1206,"Cabardasjohka","Kraftverk","YMBER PRODUKSJON AS","914678412","Finnmark - Finnmárku","20","Guovdageaidnu – Kautokeino","11","1953-01-01T00:00:00","2003-10-22T00:00:00",0.7,3.5,5.5,14,NA,"4","212.GA4"
"167",1149,"Cermaq Norway AS avd. Dyping","Kraftverk","CERMAQ NORWAY AS","961922976","Nordland","18","Steigen","48","2002-01-01T00:00:00","2002-01-01T00:00:00",0.15,0.9,NA,NA,NA,"4","169.52"
"168",615,"Cårrujavrit","Kraftverk","KVÆNANGEN KRAFTVERK AS","913680294","Troms","19","Kvænangen","43","1990-11-04T00:00:00","1990-11-04T00:00:00",1.7,11.7692,42,4.71,0.1,"4","209.4AB"
"169",1428,"Dahlefoss","Kraftverk","SMÅKRAFT AS","984616155","Trøndelag","50","Flatanger","49","2009-08-01T00:00:00","2009-08-01T00:00:00",0.98,4.8,16.7,7.5,0.036,"3","137.7Z"
"170",55,"Daja","Kraftverk","SKS PRODUKSJON AS","915637353","Nordland","18","Fauske – Fuossko","41","1958-01-01T00:00:00","1958-01-01T00:00:00",30,155.7169,155,24,0.347,"4","164.E3"
"171",1735,"Dalabekken","Kraftverk","OLE PETTER ESTENSTAD","992199016","Trøndelag","50","Melhus","28","2009-11-19T00:00:00","2009-11-19T00:00:00",0.022,0.06,50,0.074,0.083,"3","122.2D"
"172",954,"Dalane","Kraftverk","STRYN ENERGI AS","976626192","Sogn og Fjordane","14","Stryn","49","1920-01-01T00:00:00","2017-12-08T00:00:00",1.44,7.43,118.3,1.4,0.286,"3","089.B7D"
"173",608,"Dale","Kraftverk","TUSSA ENERGI AS","876795442","Møre og Romsdal","15","Volda","19","1990-10-01T00:00:00","1990-10-01T00:00:00",5.2,25.0363,619,1,1.444,"3","094.2AZ"
"174",836,"Dale","Kraftverk","DALE KRAFT AS","919751134","Sogn og Fjordane","14","Balestrand","18","2005-07-01T00:00:00","2005-07-01T00:00:00",2.95,12,265,1.325,0.618,"5","078.62Z"
"175",56,"Dale II","Kraftverk","BKK PRODUKSJON AS","876944642","Hordaland","12","Vaksdal","51","1990-07-01T00:00:00","1990-07-01T00:00:00",150,664.406,369.1,42,0.992,"5","061.A"
"176",1896,"Daleelva","Kraftverk","MYKLEBUST ENERGI AS","915026249","Sogn og Fjordane","14","Gloppen","45","2017-05-24T00:00:00","2017-05-24T00:00:00",2.5,9,93,3,0.231,"3","087.CC"
"177",1567,"Dalegjerdet","Kraftverk","TUSSA ENERGI AS","876795442","Møre og Romsdal","15","Ørsta","20","2012-06-21T00:00:00","2012-06-21T00:00:00",2.3,6,191.6,1.3,0.491,"3","097.11Z"
"178",1547,"Dalelva","Kraftverk","DALELVO KRAFT AS","993320013","Hordaland","12","Kvinnherad","24","2010-08-31T00:00:00","2010-08-31T00:00:00",3.1,9.3,137,2.6,0.331,"5","046.42Z"
"179",1594,"Dalelva","Kraftverk","DALELVA KRAFT AS","988295302","Sogn og Fjordane","14","Fjaler","29","2006-06-01T00:00:00","2006-06-01T00:00:00",0.9,3.2,125,0.87,0.287,"3","082.5Z"
"180",190,"Dalen 1","Kraftverk","JØRPELAND KRAFT AS","962130453","Rogaland","11","Strand","30","2010-08-17T00:00:00","2010-08-17T00:00:00",4.9,17.459,181,3.5,0.389,"2","032.A2"
"181",1558,"Dalsbekken","Kraftverk","MYKLEBUSTDALEN ENERGI AS","988967246","Hordaland","12","Kvinnherad","24","2010-04-13T00:00:00","2010-04-13T00:00:00",0.7,2.7,434,0.2,0.972,"2","045.31Z"
"182",1593,"Dalselva","Kraftverk","DALBYGDA KRAFTSENTER AS","990414068","Rogaland","11","Tysvær","46","2010-03-19T00:00:00","2010-03-19T00:00:00",0.3,1.2,NA,NA,NA,"2","039.1Z"
"183",57,"Dalsfos","Kraftverk","SKAGERAK KRAFT AS","979563531","Telemark","08","Kragerø","15","1907-01-01T00:00:00","1907-01-01T00:00:00",6.2,32.283,22,36,0.048,"2","017.B"
"184",359,"Dalvatn","Kraftverk","Aktieselskabet Saudefaldene","915729290","Rogaland","11","Sauda","35","1978-01-01T00:00:00","1978-01-01T00:00:00",35.4,173.3778,185,22.1,0.445,"2","037.B9"
"185",1366,"Dauremål","Kraftverk","SFE PRODUKSJON AS","984882106","Sogn og Fjordane","14","Bremanger","38","2007-06-04T00:00:00","2007-06-04T00:00:00",4.95,14.5,172.35,3.3,0.417,"3","086.7B"
"186",1068,"Deilbekken","Kraftverk","","","Telemark","08","Drangedal","17","2005-01-01T00:00:00","2005-01-01T00:00:00",0.027,0.108,NA,NA,NA,"2","017.FA0"
"187",1502,"Deveggåe","Kraftverk","DEVEGGÅE KRAFT AS","993395471","Buskerud","06","Nore og Uvdal","33","2011-04-15T00:00:00","2011-04-15T00:00:00",2.997,8.25,NA,NA,NA,"5","015.JB60"
"188",1253,"Dirdal","Kraftverk","DIRDAL KRAFT AS","976921259","Rogaland","11","Gjesdal","22","2007-07-11T00:00:00","2007-07-11T00:00:00",1.6,6,413,0.454,0.92,"2","030.21Z"
"189",1620,"Dittielva","Kraftverk","NORDIC POWER AS","914341183","Troms","19","Bardu","22","2012-11-06T00:00:00","2012-11-06T00:00:00",5.6,9.85,283.5,2.46,0.632,"4","196.AC5Z"
"190",58,"Dividalen","Kraftverk","TROMS KRAFT PRODUKSJON AS","979152116","Troms","19","Målselv","24","1972-12-18T00:00:00","1972-12-18T00:00:00",26,124.5671,278.5,11.59,0.623,"4","196.DA2"
"191",59,"Djupdal","Kraftverk","GLITRE ENERGI PRODUKSJON AS","979487223","Buskerud","06","Rollag","32","1976-12-21T00:00:00","1976-12-21T00:00:00",14.3,62.7783,16,120,0.037,"1","015.G21"
"192",60,"Djupfjord I","Kraftverk","VESTERÅLSKRAFT PRODUKSJON AS","977044863","Nordland","18","Sortland – Suortá","70","1952-01-01T00:00:00","1952-01-01T00:00:00",5.1,23.529,146,4,0.354,"4","178.44A"
"193",61,"Djupfjord II","Kraftverk","VESTERÅLSKRAFT PRODUKSJON AS","977044863","Nordland","18","Sortland – Suortá","70","1957-01-01T00:00:00","1957-01-01T00:00:00",2.6,8.1091,109,3.29,0.218,"4","178.44B"
"194",1095,"Djupvika","Kraftverk","","","Finnmark - Finnmárku","20","Alta","12","2001-01-01T00:00:00","2001-01-01T00:00:00",0.038,0.2,NA,NA,NA,"4","213.11"
"195",1191,"Djupå","Kraftverk","DJUPÅ EINAR","969636905","Trøndelag","50","Snillfjord","12","1998-01-01T00:00:00","1998-01-01T00:00:00",0.008,0.05,NA,NA,NA,"3","119.74"
"196",1016,"Djuv","Kraftverk","","","Rogaland","11","Sauda","35","2009-01-01T00:00:00","2009-01-01T00:00:00",0.045,0.27,NA,NA,NA,"2","037.32"
"197",537,"Dokka","Kraftverk","E-CO ENERGI AS","976894677","Oppland","05","Søndre Land","36","1989-12-14T00:00:00","1989-12-14T00:00:00",44.6,140.0683,130,41.02,0.301,"1","012.EC72"
"198",1582,"Dokkelva","Kraftverk","SMÅKRAFT AS","984616155","Møre og Romsdal","15","Nesset","43","2012-03-29T00:00:00","2012-03-29T00:00:00",5.49,18.6,143,4.8,0.318,"3","104.3Z"
"199",62,"Dragefossen","Kraftverk","DRAGEFOSSEN AS","911204177","Nordland","18","Saltdal","40","1987-02-13T00:00:00","1987-02-13T00:00:00",3.3,9.5462,100,3.79,0.24,"4","163.A1A"
"200",1014,"Drarvik","Kraftverk","","","Rogaland","11","Suldal","34","2000-01-01T00:00:00","2000-01-01T00:00:00",0.022,0.093,NA,NA,NA,"2","036.32"
"201",1727,"Draura","Kraftverk","TUSSA ENERGI AS","876795442","Møre og Romsdal","15","Ørsta","20","2013-01-29T00:00:00","2013-01-29T00:00:00",2.5,6,206.2,1.5,0.463,"3","097.322Z"
"202",1866,"Dravlaus","Kraftverk","DRAVLAUS KRAFT AS","915183530","Møre og Romsdal","15","Volda","19","2016-11-17T00:00:00","2016-11-17T00:00:00",4.18,14.5,236,2.1,0.553,"3","094.12Z"
"203",63,"Driva","Kraftverk","TRØNDERENERGI KRAFT AS","878631072","Møre og Romsdal","15","Sunndal","63","1973-04-06T00:00:00","1973-04-06T00:00:00",140,602.4465,565.59,30.01,1.296,"3","109.B20"
"204",1406,"Drivdal","Kraftverk","DALANE KRAFT AS","982388406","Rogaland","11","Lund","12","2008-04-14T00:00:00","2008-04-14T00:00:00",2.3,8.5,NA,NA,NA,"2","026.B0"
"205",1087,"Drivdalselva","Kraftverk","VELLE KRAFT AS","983640451","Møre og Romsdal","15","Sykkylven","28","2002-01-01T00:00:00","2002-01-01T00:00:00",0.35,1.5,NA,NA,NA,"3","097.7C"
"206",64,"Duge","Pumpekraftverk","SIRA KVINA KRAFTSELSKAP","954090493","Rogaland","11","Forsand","29","1979-03-01T00:00:00","1979-03-01T00:00:00",200,302.6558,220,99.91,0.555,"2","026.M"
"207",1574,"Dvergsdalsdalen","Kraftverk","DVERGSDALSDALEN KRAFTVERK AS","994193953","Sogn og Fjordane","14","Jølster","31","2010-11-17T00:00:00","2010-11-17T00:00:00",2,7.2,285,0.85,0.654,"3","084.E3Z"
"208",1606,"Dversetelva","Kraftverk","DRAGEFOSSEN AS","911204177","Nordland","18","Saltdal","40","2011-06-07T00:00:00","2011-06-07T00:00:00",3.68,9.5,108.75,4.08,0.251,"4","163.2Z"
"209",65,"Dynjanfoss","Kraftverk","AGDER ENERGI VANNKRAFT AS","882973972","Telemark","08","Nissedal","30","1951-10-31T00:00:00","1951-10-31T00:00:00",33,173.1927,80.19,47.99,0.191,"2","019.DA3"
"210",899,"Dyrbakk","Kraftverk","MODUM KRAFTPRODUKSJON KF","971030674","Buskerud","06","Modum","23","1913-07-01T00:00:00","1913-07-01T00:00:00",0.57,2.5,NA,NA,NA,"1","012.D52"
"211",977,"Dyrhovden","Kraftverk","DYRHOVDEN ENERGI","979813015","Hordaland","12","Samnanger","42","1998-01-01T00:00:00","1998-01-01T00:00:00",0.069,0.3,NA,NA,NA,"5","055.B4"
"212",1616,"Dyrkorn","Kraftverk","TAFJORD KRAFTPRODUKSJON AS","977461898","Møre og Romsdal","15","Stordal","26","2011-05-31T00:00:00","2011-05-31T00:00:00",2.8,10,220.8,1.5,0.519,"3","100.31Z"
"213",66,"Dyrnesli","Kraftverk","VADHEIM KRAFT AS","813442612","Sogn og Fjordane","14","Høyanger","16","1907-09-01T00:00:00","1907-09-01T00:00:00",6.5,49.0088,314,2.59,0.697,"3","080.22A"
"214",904,"Dyrstad","Kraftverk","DYRSTAD KRAFT DA","979931565","Sogn og Fjordane","14","Bremanger","38","1999-01-01T00:00:00","1999-01-01T00:00:00",0.99,4.5,NA,NA,NA,"3","086.22"
"215",1570,"Døla","Kraftverk","CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB","915640850","Trøndelag","50","Steinkjer","04","2011-03-01T00:00:00","2011-03-01T00:00:00",2.1,6.9,169,1.4,0.417,"3","128.3A2Z"
"216",872,"Døsen","Kraftverk","","","Sogn og Fjordane","14","Luster","26","2004-01-01T00:00:00","2004-01-01T00:00:00",0.09,0.7,NA,NA,NA,"5","075.6A"
"217",1048,"Døvik","Kraftverk","DØVIK KRAFT AS","985904057","Rogaland","11","Strand","30","2004-01-01T00:00:00","2004-01-01T00:00:00",0.8,5,NA,NA,NA,"2","033.13"
"218",67,"Døvikfoss","Kraftverk","GLITRE ENERGI PRODUKSJON AS","979487223","Buskerud","06","Modum","23","1975-04-10T00:00:00","1975-04-10T00:00:00",15,103.1584,6.09,297.61,0.014,"1","012.B6"
"219",1136,"Eftestøl","Kraftverk","EFTESTØL Ole Tom","969095335","Vest-Agder","10","Kvinesdal","37","2000-01-01T00:00:00","2000-01-01T00:00:00",0.4,1.312,NA,NA,NA,"2","025.AC4Z"
"220",1378,"Egge","Kraftverk","EGGE KRAFT AS","989439960","Sogn og Fjordane","14","Gloppen","45","2007-03-21T00:00:00","2007-03-21T00:00:00",5,19,322,1.8,0.772,"3","087.D4A"
"221",777,"Eid","Kraftverk","E-CO ENERGI AS","976894677","Oppland","05","Sør-Aurdal","40","2000-07-07T00:00:00","2000-07-07T00:00:00",9.6,55.4174,12.5,85,0.031,"1","012.H51"
"222",1553,"Eide","Kraftverk","EIRIK M EIDE","981950275","Hordaland","12","Fitjar","22","2008-01-07T00:00:00","2008-01-07T00:00:00",0.09,0.33,210,0.052,0.481,"2","044.1"
"223",68,"Eidefossen","Kraftverk","AS EIDEFOSS","911305631","Oppland","05","Vågå","15","1983-06-23T00:00:00","1983-06-23T00:00:00",13.2,85.6,18.89,93.83,0.039,"3","002.DHA42"
"224",69,"Eidesfossen","Kraftverk","HARDANGER ENERGI AS","983502601","Hordaland","12","Jondal","27","1954-01-01T00:00:00","1954-01-01T00:00:00",3.8,19.8,70,6.8,0.155,"5","047.2B0"
"225",70,"Eidet","Kraftverk","SKAGERAK KRAFT AS","979563531","Telemark","08","Skien","06","1960-01-01T00:00:00","1960-01-01T00:00:00",2.3,17,5,62,0.01,"2","016.A122"
"226",1224,"Eidsdal","Kraftverk","EIDSDAL KRAFT AS","988339385","Møre og Romsdal","15","Norddal","24","2006-09-27T00:00:00","2006-09-27T00:00:00",6.085,25,196,3.59,0.471,"3","099.1A"
"227",1453,"Eidsetelva","Kraftverk","SMÅKRAFT AS","984616155","Møre og Romsdal","15","Volda","19","2011-09-07T00:00:00","2011-09-07T00:00:00",1.8,6,390,0.55,0.909,"3","094.212"
"228",72,"Eidsfoss","Kraftverk","NORSJØKRAFT AS","998890314","Telemark","08","Nome","19","1964-12-14T00:00:00","1964-12-14T00:00:00",15,97.0593,10,166.66,0.025,"2","016.BA2"
"229",73,"Eidsfoss","Kraftverk","VANG ENERGIVERK KF","871028362","Oppland","05","Vang","45","1956-01-01T00:00:00","1956-01-01T00:00:00",4.1,16.2992,49,10.85,0.104,"1","012.Q2"
"230",1120,"Eidsfoss","Kraftverk","Aktieselskapet Eidsfos Verk","911314436","Vestfold","07","Holmestrand","15","1903-01-01T00:00:00","1903-01-01T00:00:00",0.9,4,NA,NA,NA,"2","012.AB6"
"231",71,"Eidsfossen","Kraftverk","GLOPPEN ENERGI AS","993039330","Sogn og Fjordane","14","Gloppen","45","1917-01-01T00:00:00","1917-01-01T00:00:00",7,50.2573,32.5,26.3,0.074,"3","087.A12"
"232",1380,"Eidsfossen","Kraftverk","TRØNDERENERGI KRAFT AS","878631072","Trøndelag","50","Hemne","11","1922-12-31T00:00:00","1922-12-31T00:00:00",0.4,1.1,31,2,NA,"3","119.1C"
"233",1828,"Eidsland 1","Kraftverk","EIDSLAND ENERGI AS","921662114","Hordaland","12","Vaksdal","51","2015-06-29T00:00:00","2015-06-29T00:00:00",0.48,2,123,0.42,0.317,"5","063.A10"
"234",864,"Eikedalsvatten","Kraftverk","","","Møre og Romsdal","15","Nesset","43","1986-01-01T00:00:00","1986-01-01T00:00:00",0.032,0.09,NA,NA,NA,"3","104.B2"
"235",74,"Eikelandsosen","Kraftverk","SUNNHORDLAND KRAFTLAG AS","916435711","Hordaland","12","Fusa","41","1986-09-01T00:00:00","1986-09-01T00:00:00",30,96.3947,500,7.2,1.15,"2","055.2Z"
"236",915,"Eimstad","Kraftverk","","","Hordaland","12","Voss","35","2002-01-01T00:00:00","2002-01-01T00:00:00",0.019,0.111,NA,NA,NA,"5","062.E11"
"237",75,"Einunna","Kraftverk","E-CO ENERGI AS","976894677","Hedmark","04","Folldal","39","1955-03-30T00:00:00","1955-03-30T00:00:00",9,42.6934,121.69,8.98,0.277,"1","002.MBA4"
"238",1739,"Eiriksdal","Kraftverk","STATKRAFT ENERGI AS","987059729","Sogn og Fjordane","14","Høyanger","16","2013-11-22T00:00:00","2013-11-22T00:00:00",80,342,570.4,16,1.389,"3","079.BA2"
"239",1752,"Eitro","Kraftverk","EITRO KRAFTVERK AS","890712592","Hordaland","12","Fusa","41","2013-05-31T00:00:00","2013-05-31T00:00:00",4.1,12.9,510.4,0.95,1.199,"2","053.D3"
"240",1418,"Ekkjestølen","Kraftverk","SMÅKRAFT AS","984616155","Hordaland","12","Odda","28","2009-03-04T00:00:00","2009-03-04T00:00:00",4,17.1,NA,NA,NA,"2","036.E2"
"241",1907,"Eldao","Kraftverk","ELDAO KRAFTVERK AS","913347412","Sogn og Fjordane","14","Luster","26","2018-10-25T00:00:00","2018-10-25T00:00:00",9.8,29,201,5.8,0.469,"5","077.C4Z"
"242",1571,"Eldrevatn","Kraftverk","ØSTFOLD ENERGI AS","879904412","Sogn og Fjordane","14","Lærdal","22","2013-10-28T00:00:00","2013-10-28T00:00:00",4.9,24,141.4,3.9,0.349,"5","073.CD2A2A0"
"243",1622,"Ellenelva","Kraftverk","NORDIC POWER AS","914341183","Troms","19","Tromsø","02","2012-08-29T00:00:00","2012-08-29T00:00:00",4.8,13.2,176,3.3,0.404,"4","203.A0"
"244",1167,"Ellingsbekken","Kraftverk","KIÆR MYKLEBY Anders Kiær","961272432","Hedmark","04","Stor-Elvdal","30","2005-01-01T00:00:00","2005-01-01T00:00:00",0.037,0.08,24,0.2,NA,"1","002.K6A2"
"245",1655,"Embla","Kraftverk","EMBLA KRAFT AS","994230905","Møre og Romsdal","15","Stranda","25","2012-08-15T00:00:00","2012-08-15T00:00:00",4.9,16.5,411.65,1.5,0.907,"3","098.3C"
"246",76,"Embretsfoss","Kraftverk","EMBRETSFOSSKRAFTVERKENE DA","996257959","Buskerud","06","Modum","23","1921-01-01T00:00:00","1954-01-01T00:00:00",71,335,16.3,475,0.042,"1","012.C1"
"247",1318,"Engeset","Kraftverk","ENGESET KRAFT AS","987857048","Møre og Romsdal","15","Stranda","25","2007-01-17T00:00:00","2007-01-17T00:00:00",5.1,18,128,NA,NA,"3","098.3AZ"
"248",1285,"Epteland","Kraftverk","ALF DYBING","969939355","Rogaland","11","Eigersund","01","2006-12-07T00:00:00","2006-12-07T00:00:00",0.2,0.824,NA,NA,NA,"2","027.3C0"
"249",1083,"Erdal","Kraftverk","ERDAL MINIKRAFT AS","986364366","Hordaland","12","Eidfjord","32","2005-05-02T00:00:00","2005-05-02T00:00:00",0.725,5.5,132,0.7,0.288,"5","050.3A"
